1  17.1636	2.177448e+00	1.101859e-01	9.684588e-01	2.458682e+00	6.648967e-01	1.000157e+00	1.972108e+00	2.456178e-02	
1  16.2385	2.259396e+00	1.120322e-01	9.665139e-01	2.432862e+00	6.724466e-01	9.997397e-01	1.994671e+00	1.846378e-02	
1  7.78066	2.038476e+00	1.073240e-01	9.705485e-01	2.494090e+00	6.538133e-01	1.000398e+00	1.938993e+00	2.888739e-02	
2  0.261576	1.895594e+00	1.045910e-01	9.733512e-01	2.517088e+00	6.425330e-01	1.001740e+00	1.906687e+00	3.893732e-02	
1  0.361583	1.895594e+00	1.045910e-01	9.733512e-01	2.517088e+00	6.425330e-01	1.001844e+00	1.904451e+00	6.742792e-02	
1  0.517895	1.895594e+00	1.045910e-01	9.733512e-01	2.517088e+00	6.425330e-01	1.001863e+00	1.900897e+00	1.463354e-01	
4  2.06952	1.895594e+00	1.045910e-01	9.733512e-01	2.517088e+00	6.425330e-01	1.002319e+00	1.887912e+00	2.248862e-01	
2  1.62209	1.755707e+00	1.013512e-01	9.767503e-01	2.565218e+00	6.285166e-01	1.003309e+00	1.846402e+00	2.441261e-01	
1  2.52914	1.755707e+00	1.013512e-01	9.767503e-01	2.565218e+00	6.285166e-01	1.003056e+00	1.844151e+00	1.985767e-01	
1  0.965214	1.755707e+00	1.013512e-01	9.767503e-01	2.565218e+00	6.285166e-01	1.003689e+00	1.838791e+00	2.400775e-01	
9  1.00949	1.755707e+00	1.013512e-01	9.767503e-01	2.565218e+00	6.285166e-01	1.003881e+00	1.839198e+00	2.198624e-01	
1  1.91332	1.918138e+00	1.045036e-01	9.738217e-01	2.527069e+00	6.412669e-01	1.003581e+00	1.878274e+00	2.065328e-01	
3  1.64554	1.908539e+00	1.043551e-01	9.743323e-01	2.525862e+00	6.399527e-01	1.004215e+00	1.875086e+00	2.142668e-01	
2  1.00582	1.940995e+00	1.049356e-01	9.740551e-01	2.515289e+00	6.421669e-01	1.004716e+00	1.882965e+00	2.108287e-01	
1  1.24842	1.940995e+00	1.049356e-01	9.740551e-01	2.515289e+00	6.421669e-01	1.004531e+00	1.889380e+00	2.061480e-01	
1  1.58724	1.940995e+00	1.049356e-01	9.740551e-01	2.515289e+00	6.421669e-01	1.005234e+00	1.888659e+00	2.028374e-01	
5  1.71473	1.931564e+00	1.042366e-01	9.750274e-01	2.537069e+00	6.392465e-01	1.005093e+00	1.879335e+00	2.044657e-01	
3  0.74763	1.931564e+00	1.042366e-01	9.750274e-01	2.537069e+00	6.392465e-01	1.004713e+00	1.888496e+00	1.119674e-01	
1  1.21803	1.993941e+00	1.056593e-01	9.732779e-01	2.512350e+00	6.456032e-01	1.004559e+00	1.908388e+00	9.934287e-02	
1  0.904614	2.029868e+00	1.060450e-01	9.733975e-01	2.514690e+00	6.464682e-01	1.004850e+00	1.911399e+00	1.034815e-01	
1  1.00788	2.046949e+00	1.064170e-01	9.732997e-01	2.507908e+00	6.480761e-01	1.004932e+00	1.916357e+00	1.003755e-01	
2  0.94476	1.960952e+00	1.051523e-01	9.741280e-01	2.515011e+00	6.431305e-01	1.004929e+00	1.900925e+00	1.067283e-01	
1  1.2271	1.960952e+00	1.051523e-01	9.741280e-01	2.515011e+00	6.431305e-01	1.004777e+00	1.895864e+00	1.331282e-01	
1  1.71692	1.960952e+00	1.051523e-01	9.741280e-01	2.515011e+00	6.431305e-01	1.004594e+00	1.899988e+00	1.216716e-01	
2  0.902079	1.960952e+00	1.051523e-01	9.741280e-01	2.515011e+00	6.431305e-01	1.005043e+00	1.898803e+00	1.313667e-01	
3  0.824552	2.000953e+00	1.065496e-01	9.723019e-01	2.484284e+00	6.492595e-01	1.004736e+00	1.917276e+00	1.240427e-01	
1  1.17226	1.992882e+00	1.065660e-01	9.725016e-01	2.477957e+00	6.491871e-01	1.005087e+00	1.917479e+00	1.255207e-01	
1  1.35149	1.992882e+00	1.065660e-01	9.725016e-01	2.477957e+00	6.491871e-01	1.004965e+00	1.915883e+00	1.290186e-01	
1  1.88171	1.992882e+00	1.065660e-01	9.725016e-01	2.477957e+00	6.491871e-01	1.004830e+00	1.905593e+00	2.396423e-01	
2  2.73424	1.992882e+00	1.065660e-01	9.725016e-01	2.477957e+00	6.491871e-01	1.005840e+00	1.910617e+00	2.035248e-01	
2  1.59209	2.027804e+00	1.080232e-01	9.705170e-01	2.440695e+00	6.556375e-01	1.005741e+00	1.930580e+00	1.950038e-01	
2  1.66163	2.137091e+00	1.105937e-01	9.679260e-01	2.402061e+00	6.664375e-01	1.005103e+00	1.962635e+00	1.836168e-01	
1  1.65297	2.137091e+00	1.105937e-01	9.679260e-01	2.402061e+00	6.664375e-01	1.005016e+00	1.975732e+00	5.285778e-02	
4  2.02685	2.137091e+00	1.105937e-01	9.679260e-01	2.402061e+00	6.664375e-01	1.004890e+00	1.968948e+00	1.196640e-01	
6  1.54137	2.160556e+00	1.110016e-01	9.673036e-01	2.400262e+00	6.683774e-01	1.004462e+00	1.974342e+00	1.154125e-01	
2  1.5115	2.127822e+00	1.098215e-01	9.687205e-01	2.424297e+00	6.634390e-01	1.004829e+00	1.959971e+00	1.177467e-01	
1  0.907036	2.145238e+00	1.100827e-01	9.684733e-01	2.424758e+00	6.647771e-01	1.004452e+00	1.963391e+00	1.139388e-01	
1  1.42559	2.157336e+00	1.102254e-01	9.685705e-01	2.423147e+00	6.652945e-01	1.004668e+00	1.965373e+00	1.125261e-01	
2  1.12676	2.206389e+00	1.120439e-01	9.659961e-01	2.390988e+00	6.727677e-01	1.003585e+00	1.986152e+00	1.131465e-01	
1  0.967706	2.206389e+00	1.120439e-01	9.659961e-01	2.390988e+00	6.727677e-01	1.003517e+00	1.984082e+00	1.171593e-01	
5  0.788359	2.206389e+00	1.120439e-01	9.659961e-01	2.390988e+00	6.727677e-01	1.003009e+00	1.990070e+00	3.029816e-02	
1  1.1531	2.290547e+00	1.137887e-01	9.642566e-01	2.370561e+00	6.793425e-01	1.002774e+00	2.009884e+00	3.040718e-02	
2  0.788164	2.290547e+00	1.137887e-01	9.642566e-01	2.370561e+00	6.793425e-01	1.003318e+00	2.004455e+00	7.543504e-02	
1  0.974113	2.290547e+00	1.137887e-01	9.642566e-01	2.370561e+00	6.793425e-01	1.002862e+00	2.002629e+00	9.978851e-02	
2  1.40908	2.300430e+00	1.139919e-01	9.637288e-01	2.368704e+00	6.806598e-01	1.002478e+00	2.006292e+00	9.393006e-02	
2  0.683162	2.288135e+00	1.139118e-01	9.639750e-01	2.367690e+00	6.794747e-01	1.002807e+00	2.002799e+00	1.054716e-01	
2  3.75262	2.292960e+00	1.138888e-01	9.640666e-01	2.375127e+00	6.789443e-01	1.002550e+00	2.000415e+00	1.117807e-01	
1  2.12573	2.292960e+00	1.138888e-01	9.640666e-01	2.375127e+00	6.789443e-01	1.002248e+00	1.998703e+00	1.842401e-01	
1  1.75478	2.292960e+00	1.138888e-01	9.640666e-01	2.375127e+00	6.789443e-01	1.002192e+00	2.000573e+00	1.354013e-01	
1  2.23299	2.258060e+00	1.137104e-01	9.635733e-01	2.362323e+00	6.784520e-01	1.002522e+00	2.000112e+00	1.349472e-01	
2  0.818668	2.168141e+00	1.115899e-01	9.657505e-01	2.393918e+00	6.696355e-01	1.003042e+00	1.973936e+00	1.431151e-01	
3  2.36382	2.164561e+00	1.115968e-01	9.657495e-01	2.388999e+00	6.696451e-01	1.003385e+00	1.974724e+00	1.423095e-01	
2  1.47276	2.164561e+00	1.115968e-01	9.657495e-01	2.388999e+00	6.696451e-01	1.004311e+00	1.985292e+00	9.868184e-02	
6  1.19303	2.118377e+00	1.110563e-01	9.661461e-01	2.385568e+00	6.680021e-01	1.004353e+00	1.980197e+00	9.622773e-02	
6  1.40281	2.118377e+00	1.110563e-01	9.661461e-01	2.385568e+00	6.680021e-01	1.004530e+00	1.986024e+00	5.756223e-02	
2  2.01671	2.044058e+00	1.093518e-01	9.676609e-01	2.410304e+00	6.605705e-01	1.005088e+00	1.964346e+00	6.828492e-02	
