2  0.775952	2.225020e+00	1.113565e-01	9.665885e-01	2.434233e+00	6.706097e-01	9.999003e-01	
1  0.091314	2.295596e+00	1.127046e-01	9.653992e-01	2.419173e+00	6.763412e-01	9.991556e-01	
2  0.219434	2.330987e+00	1.133269e-01	9.654632e-01	2.412012e+00	6.779832e-01	9.994850e-01	
2  0.041621	2.330987e+00	1.133269e-01	9.654632e-01	2.412012e+00	6.779832e-01	9.997028e-01	
1  0.150504	2.299988e+00	1.129668e-01	9.656895e-01	2.411926e+00	6.763922e-01	9.997029e-01	
1  1.10719	2.292725e+00	1.128886e-01	9.659515e-01	2.415189e+00	6.759774e-01	9.989196e-01	
4  0.85006	2.313669e+00	1.130030e-01	9.657240e-01	2.420293e+00	6.769994e-01	9.986344e-01	
1  0.467483	2.356975e+00	1.136343e-01	9.656815e-01	2.415725e+00	6.785992e-01	9.991306e-01	
1  1.14046	2.345149e+00	1.135294e-01	9.657766e-01	2.416999e+00	6.786445e-01	9.983273e-01	
1  2.38743	2.304464e+00	1.127670e-01	9.661366e-01	2.426442e+00	6.756781e-01	9.984015e-01	
1  1.39347	2.365967e+00	1.144090e-01	9.643611e-01	2.392174e+00	6.835401e-01	9.983262e-01	
2  1.793	2.365967e+00	1.144090e-01	9.643611e-01	2.392174e+00	6.835401e-01	9.982427e-01	
1  0.866067	2.380853e+00	1.144975e-01	9.645849e-01	2.396671e+00	6.825392e-01	9.985608e-01	
1  0.333073	2.340205e+00	1.139208e-01	9.650748e-01	2.398707e+00	6.803543e-01	9.987337e-01	
2  0.778859	2.309842e+00	1.131743e-01	9.661030e-01	2.411835e+00	6.769769e-01	9.989405e-01	
2  0.297868	2.309842e+00	1.131743e-01	9.661030e-01	2.411835e+00	6.769769e-01	9.985035e-01	
1  0.399872	2.277487e+00	1.129058e-01	9.662320e-01	2.407453e+00	6.764522e-01	9.982671e-01	
1  0.669242	2.287458e+00	1.133373e-01	9.660052e-01	2.398310e+00	6.778810e-01	9.979499e-01	
1  0.858498	2.267002e+00	1.131552e-01	9.661322e-01	2.395018e+00	6.780450e-01	9.977418e-01	
5  0.894387	2.246716e+00	1.128979e-01	9.664434e-01	2.395011e+00	6.767387e-01	9.979582e-01	
2  1.18045	2.165750e+00	1.119434e-01	9.664821e-01	2.393215e+00	6.745219e-01	9.975654e-01	
1  1.36028	2.165750e+00	1.119434e-01	9.664821e-01	2.393215e+00	6.745219e-01	9.976833e-01	
1  1.04341	2.161775e+00	1.121704e-01	9.659749e-01	2.383921e+00	6.756038e-01	9.975496e-01	
3  1.99273	2.169164e+00	1.126568e-01	9.652544e-01	2.370179e+00	6.775446e-01	9.975182e-01	
1  1.87661	2.191770e+00	1.127508e-01	9.652941e-01	2.375536e+00	6.780059e-01	9.976764e-01	
2  2.10456	2.191770e+00	1.127508e-01	9.652941e-01	2.375536e+00	6.780059e-01	9.976230e-01	
2  1.45229	2.166842e+00	1.116686e-01	9.664932e-01	2.404087e+00	6.740455e-01	9.972430e-01	
7  0.968559	2.205330e+00	1.124482e-01	9.657039e-01	2.396486e+00	6.771727e-01	9.964578e-01	
4  0.821691	2.194120e+00	1.123980e-01	9.656033e-01	2.393140e+00	6.764296e-01	9.968180e-01	
1  1.88834	2.260301e+00	1.133129e-01	9.645646e-01	2.390572e+00	6.811192e-01	9.960203e-01	
1  2.55623	2.232980e+00	1.131584e-01	9.642063e-01	2.385188e+00	6.813584e-01	9.955162e-01	
6  6.7627	2.255314e+00	1.137388e-01	9.637194e-01	2.372013e+00	6.836859e-01	9.959698e-01	
1  1.83403	2.253850e+00	1.131877e-01	9.649260e-01	2.389599e+00	6.805511e-01	9.965892e-01	
2  1.56568	2.253850e+00	1.131877e-01	9.649260e-01	2.389599e+00	6.805511e-01	9.966544e-01	
1  2.37723	2.280635e+00	1.137392e-01	9.643532e-01	2.385649e+00	6.828894e-01	9.956842e-01	
1  1.26672	2.314040e+00	1.137815e-01	9.646618e-01	2.400903e+00	6.830607e-01	9.950865e-01	
2  1.02579	2.270456e+00	1.131657e-01	9.649984e-01	2.403454e+00	6.805234e-01	9.953078e-01	
1  1.10485	2.270456e+00	1.131657e-01	9.649984e-01	2.403454e+00	6.805234e-01	9.954961e-01	
1  1.11785	2.320285e+00	1.134322e-01	9.648349e-01	2.415633e+00	6.820574e-01	9.952023e-01	
1  2.87116	2.343066e+00	1.143471e-01	9.632120e-01	2.394572e+00	6.863071e-01	9.946958e-01	
2  1.65058	2.269831e+00	1.130045e-01	9.647006e-01	2.412199e+00	6.805370e-01	9.945466e-01	
3  2.36318	2.273124e+00	1.138230e-01	9.635695e-01	2.384285e+00	6.845719e-01	9.942951e-01	
2  1.873	2.248044e+00	1.135278e-01	9.639081e-01	2.382037e+00	6.828938e-01	9.949565e-01	
2  1.12669	2.319341e+00	1.140575e-01	9.645401e-01	2.393333e+00	6.836300e-01	9.955107e-01	
1  2.63514	2.319341e+00	1.140575e-01	9.645401e-01	2.393333e+00	6.836300e-01	9.950794e-01	
1  2.03227	2.301258e+00	1.131147e-01	9.661255e-01	2.420336e+00	6.784234e-01	9.953617e-01	
1  5.01482	2.272967e+00	1.124392e-01	9.671320e-01	2.432088e+00	6.745415e-01	9.958835e-01	
2  1.37504	2.312464e+00	1.135736e-01	9.660826e-01	2.407750e+00	6.788845e-01	9.961835e-01	
1  2.81502	2.304767e+00	1.132157e-01	9.667429e-01	2.417436e+00	6.770957e-01	9.962334e-01	
1  1.57776	2.304767e+00	1.132157e-01	9.667429e-01	2.417436e+00	6.770957e-01	9.957609e-01	
1  1.57983	2.307903e+00	1.133184e-01	9.664716e-01	2.417414e+00	6.766126e-01	9.957242e-01	
2  1.81558	2.338084e+00	1.135195e-01	9.666301e-01	2.423832e+00	6.762385e-01	9.960932e-01	
1  1.41103	2.369779e+00	1.141749e-01	9.662122e-01	2.413331e+00	6.780029e-01	9.966448e-01	
1  1.36771	2.371815e+00	1.140573e-01	9.664970e-01	2.417320e+00	6.773163e-01	9.969506e-01	
1  1.57303	2.371815e+00	1.140573e-01	9.664970e-01	2.417320e+00	6.773163e-01	9.966930e-01	
1  1.62968	2.399432e+00	1.142713e-01	9.667684e-01	2.422476e+00	6.775674e-01	9.966928e-01	
1  1.98067	2.377221e+00	1.132465e-01	9.678293e-01	2.445612e+00	6.735675e-01	9.974610e-01	
2  1.66002	2.363468e+00	1.130901e-01	9.679884e-01	2.443076e+00	6.728056e-01	9.980064e-01	
2  1.71412	2.346218e+00	1.129976e-01	9.677999e-01	2.440265e+00	6.719666e-01	9.979978e-01	
1  2.19148	2.308467e+00	1.126904e-01	9.678857e-01	2.436355e+00	6.711505e-01	9.975316e-01	
2  3.7686	2.274503e+00	1.117967e-01	9.690447e-01	2.450135e+00	6.679375e-01	9.980463e-01	
1  5.1543	2.247857e+00	1.113597e-01	9.694823e-01	2.453879e+00	6.657043e-01	9.983520e-01	
1  1.31599	2.307766e+00	1.130432e-01	9.676822e-01	2.420021e+00	6.725618e-01	9.982710e-01	
3  2.23323	2.307766e+00	1.130432e-01	9.676822e-01	2.420021e+00	6.725618e-01	9.977458e-01	
2  1.57959	2.270506e+00	1.123903e-01	9.680769e-01	2.428803e+00	6.702869e-01	9.972810e-01	
1  2.05897	2.234082e+00	1.116752e-01	9.686364e-01	2.439957e+00	6.673331e-01	9.970470e-01	
1  2.0332	2.234082e+00	1.116752e-01	9.686364e-01	2.439957e+00	6.673331e-01	9.970338e-01	
2  1.76862	2.230693e+00	1.119467e-01	9.680525e-01	2.429610e+00	6.680173e-01	9.971235e-01	
3  1.82769	2.182781e+00	1.112018e-01	9.684937e-01	2.433444e+00	6.655454e-01	9.973869e-01	
1  1.91253	2.182781e+00	1.112018e-01	9.684937e-01	2.433444e+00	6.655454e-01	9.969251e-01	
3  2.41874	2.155726e+00	1.106804e-01	9.692893e-01	2.441806e+00	6.628385e-01	9.968450e-01	
3  2.56568	2.165292e+00	1.110360e-01	9.689201e-01	2.435271e+00	6.638659e-01	9.965999e-01	
4  3.11038	2.169257e+00	1.110268e-01	9.692607e-01	2.437798e+00	6.634630e-01	9.966008e-01	
1  2.75614	2.118863e+00	1.105232e-01	9.692199e-01	2.431505e+00	6.626264e-01	9.966956e-01	
1  2.71473	2.118863e+00	1.105232e-01	9.692199e-01	2.431505e+00	6.626264e-01	9.966712e-01	
2  2.32911	2.153883e+00	1.111894e-01	9.683187e-01	2.421822e+00	6.656294e-01	9.967920e-01	
1  2.8669	2.158303e+00	1.114087e-01	9.682402e-01	2.414280e+00	6.662847e-01	9.972339e-01	
1  2.79462	2.216577e+00	1.118321e-01	9.684177e-01	2.423244e+00	6.678263e-01	9.974195e-01	
2  2.09534	2.200841e+00	1.114093e-01	9.691624e-01	2.431968e+00	6.658727e-01	9.973782e-01	
1  1.97334	2.170520e+00	1.110343e-01	9.692105e-01	2.431240e+00	6.646227e-01	9.975464e-01	
2  2.11679	2.136164e+00	1.107095e-01	9.693587e-01	2.427870e+00	6.629721e-01	9.977811e-01	
5  3.02798	2.112335e+00	1.095891e-01	9.707905e-01	2.455485e+00	6.571102e-01	9.988157e-01	
1  1.78031	2.137752e+00	1.105458e-01	9.689278e-01	2.431328e+00	6.626620e-01	9.984062e-01	
6  1.51705	2.152875e+00	1.103346e-01	9.697818e-01	2.445804e+00	6.614195e-01	9.983663e-01	
1  2.47519	2.095563e+00	1.092213e-01	9.708268e-01	2.459835e+00	6.567070e-01	9.986994e-01	
1  1.67844	2.127248e+00	1.103404e-01	9.696628e-01	2.432575e+00	6.616863e-01	9.987119e-01	
1  3.52876	2.127248e+00	1.103404e-01	9.696628e-01	2.432575e+00	6.616863e-01	9.981353e-01	
4  3.03142	2.135821e+00	1.103699e-01	9.698636e-01	2.436687e+00	6.611118e-01	9.980983e-01	
1  2.38144	2.127966e+00	1.099548e-01	9.705624e-01	2.446641e+00	6.586701e-01	9.987314e-01	
2  2.51919	2.127966e+00	1.099548e-01	9.705624e-01	2.446641e+00	6.586701e-01	9.986834e-01	
1  2.91621	2.054742e+00	1.087567e-01	9.719916e-01	2.456683e+00	6.524309e-01	9.995640e-01	
1  3.15902	2.095727e+00	1.090542e-01	9.723971e-01	2.463554e+00	6.522447e-01	1.000128e+00	
1  2.46666	2.163592e+00	1.096094e-01	9.724937e-01	2.470852e+00	6.548787e-01	1.000275e+00	
1  2.43185	2.215043e+00	1.102343e-01	9.723311e-01	2.470653e+00	6.575579e-01	1.000122e+00	
1  2.44996	2.215043e+00	1.102343e-01	9.723311e-01	2.470653e+00	6.575579e-01	1.000103e+00	
2  2.45487	2.139993e+00	1.085935e-01	9.738921e-01	2.493472e+00	6.506955e-01	1.000972e+00	
1  3.21647	2.124465e+00	1.085521e-01	9.741414e-01	2.488438e+00	6.501071e-01	1.001095e+00	
1  3.40582	2.148958e+00	1.091280e-01	9.738131e-01	2.479215e+00	6.522887e-01	1.000948e+00	
1  4.25873	2.081495e+00	1.079818e-01	9.745227e-01	2.491037e+00	6.470203e-01	1.001342e+00	
1  3.35181	2.081495e+00	1.079818e-01	9.745227e-01	2.491037e+00	6.470203e-01	1.001017e+00	
1  3.74382	2.053864e+00	1.075816e-01	9.749185e-01	2.492783e+00	6.459763e-01	1.000879e+00	
1  4.58753	1.967510e+00	1.058195e-01	9.762597e-01	2.517578e+00	6.390650e-01	1.001048e+00	
2  5.38176	1.944776e+00	1.052575e-01	9.766282e-01	2.530784e+00	6.362624e-01	1.000691e+00	
5  4.56765	1.935594e+00	1.054138e-01	9.759702e-01	2.519747e+00	6.374147e-01	1.000875e+00	
1  4.68365	1.934012e+00	1.054159e-01	9.758068e-01	2.520134e+00	6.371451e-01	1.000790e+00	
1  3.62865	1.966481e+00	1.060180e-01	9.749829e-01	2.513845e+00	6.399905e-01	1.000373e+00	
1  2.72036	1.966481e+00	1.060180e-01	9.749829e-01	2.513845e+00	6.399905e-01	9.998654e-01	
1  2.79037	2.004364e+00	1.064174e-01	9.751933e-01	2.515293e+00	6.413563e-01	9.999979e-01	
1  2.80323	1.931576e+00	1.047752e-01	9.766249e-01	2.543366e+00	6.348904e-01	9.997659e-01	
1  2.82264	2.049374e+00	1.066267e-01	9.755588e-01	2.527035e+00	6.420717e-01	9.999815e-01	
1  3.19846	2.095719e+00	1.078241e-01	9.745945e-01	2.505251e+00	6.467278e-01	9.998145e-01	
1  2.86823	2.078364e+00	1.070348e-01	9.751076e-01	2.526295e+00	6.441030e-01	9.995127e-01	
1  2.47662	2.078364e+00	1.070348e-01	9.751076e-01	2.526295e+00	6.441030e-01	9.997494e-01	
1  2.71744	2.051158e+00	1.063918e-01	9.761562e-01	2.536300e+00	6.411096e-01	1.000123e+00	
1  2.79866	2.062330e+00	1.072651e-01	9.747869e-01	2.511930e+00	6.451104e-01	9.995671e-01	
1  3.4035	2.017585e+00	1.059702e-01	9.763583e-01	2.539957e+00	6.396370e-01	9.993764e-01	
2  3.48755	2.064683e+00	1.074888e-01	9.746687e-01	2.507764e+00	6.461953e-01	9.988426e-01	
1  3.38092	2.064683e+00	1.074888e-01	9.746687e-01	2.507764e+00	6.461953e-01	9.984253e-01	
1  3.79359	2.129737e+00	1.085826e-01	9.741112e-01	2.496521e+00	6.509405e-01	9.982166e-01	
