1  0.00464286	2.198028e+00	1.099220e-01	9.774029e-01	2.407767e+00	6.688917e-01	1.010890e+00	
1  0.0194734	2.207188e+00	1.094673e-01	9.877571e-01	2.362494e+00	6.718405e-01	1.022512e+00	
1  0.0582219	1.878812e+00	1.030558e-01	9.977751e-01	2.398211e+00	6.489928e-01	1.029943e+00	
1  0.0586803	1.883969e+00	1.037641e-01	1.002349e+00	2.351840e+00	6.496378e-01	1.035459e+00	
1  0.318571	1.899268e+00	1.002032e-01	1.031608e+00	2.315170e+00	6.499568e-01	1.063109e+00	
1  0.35909	1.899268e+00	1.002032e-01	1.031608e+00	2.315170e+00	6.499568e-01	1.062379e+00	
1  0.459789	1.876622e+00	9.937821e-02	1.038866e+00	2.296711e+00	6.483386e-01	1.068965e+00	
1  1.01614	1.826535e+00	9.650540e-02	1.059340e+00	2.265028e+00	6.424080e-01	1.088184e+00	
1  0.68459	1.866603e+00	9.888615e-02	1.053302e+00	2.222766e+00	6.527945e-01	1.084419e+00	
1  0.809203	1.760274e+00	9.642272e-02	1.058132e+00	2.269761e+00	6.359512e-01	1.083089e+00	
1  0.952526	1.619684e+00	9.478154e-02	1.058530e+00	2.263448e+00	6.267444e-01	1.084726e+00	
2  0.976485	1.619684e+00	9.478154e-02	1.058530e+00	2.263448e+00	6.267444e-01	1.084494e+00	
1  0.951488	1.808888e+00	9.758338e-02	1.065265e+00	2.192487e+00	6.442097e-01	1.094285e+00	
1  0.677812	1.990357e+00	1.008610e-01	1.068393e+00	2.153200e+00	6.538088e-01	1.095334e+00	
1  0.658371	2.037469e+00	1.026070e-01	1.065449e+00	2.112160e+00	6.617952e-01	1.096367e+00	
1  0.957921	1.969177e+00	1.003217e-01	1.071766e+00	2.126043e+00	6.504626e-01	1.103880e+00	
1  0.938207	1.969177e+00	1.003217e-01	1.071766e+00	2.126043e+00	6.504626e-01	1.104094e+00	
2  0.462421	2.190057e+00	1.054891e-01	1.054724e+00	2.126505e+00	6.644944e-01	1.090254e+00	
1  0.295812	2.209515e+00	1.071787e-01	1.042081e+00	2.146053e+00	6.687405e-01	1.077643e+00	
1  0.464226	2.150834e+00	1.052114e-01	1.054776e+00	2.120416e+00	6.655890e-01	1.089410e+00	
1  0.333827	2.204110e+00	1.061877e-01	1.053804e+00	2.137857e+00	6.667964e-01	1.083382e+00	
2  0.334003	2.204110e+00	1.061877e-01	1.053804e+00	2.137857e+00	6.667964e-01	1.083377e+00	
1  0.494568	2.294997e+00	1.064565e-01	1.062995e+00	2.097750e+00	6.702684e-01	1.097071e+00	
1  0.490545	2.254461e+00	1.076206e-01	1.055409e+00	2.071650e+00	6.713247e-01	1.093014e+00	
1  0.241715	2.455233e+00	1.118262e-01	1.046520e+00	2.098794e+00	6.786916e-01	1.076913e+00	
1  0.193522	2.602669e+00	1.153652e-01	1.035216e+00	2.092111e+00	6.862551e-01	1.069308e+00	
1  0.194201	2.602669e+00	1.153652e-01	1.035216e+00	2.092111e+00	6.862551e-01	1.069877e+00	
1  0.264612	2.958134e+00	1.227658e-01	1.031368e+00	1.975790e+00	7.180881e-01	1.073805e+00	
1  0.176979	3.155736e+00	1.270793e-01	1.020710e+00	1.985577e+00	7.314545e-01	1.059681e+00	
1  0.246886	3.193981e+00	1.261041e-01	1.036095e+00	1.947343e+00	7.351527e-01	1.074549e+00	
1  0.303915	2.937523e+00	1.194388e-01	1.052360e+00	1.992844e+00	7.121114e-01	1.086937e+00	
1  0.282943	3.004747e+00	1.211086e-01	1.047119e+00	1.995365e+00	7.170080e-01	1.081252e+00	
1  0.281202	3.004747e+00	1.211086e-01	1.047119e+00	1.995365e+00	7.170080e-01	1.081113e+00	
1  0.376222	2.731321e+00	1.145722e-01	1.057711e+00	2.092193e+00	6.881311e-01	1.081376e+00	
1  0.396175	2.565728e+00	1.097368e-01	1.070288e+00	2.132083e+00	6.761212e-01	1.089082e+00	
1  0.344442	2.395593e+00	1.081251e-01	1.068382e+00	2.121468e+00	6.699880e-01	1.088312e+00	
1  0.302814	2.138251e+00	1.049384e-01	1.060778e+00	2.160028e+00	6.551301e-01	1.081914e+00	
1  0.362793	2.157370e+00	1.046504e-01	1.062710e+00	2.148324e+00	6.562445e-01	1.087987e+00	
1  0.391111	2.157370e+00	1.046504e-01	1.062710e+00	2.148324e+00	6.562445e-01	1.087108e+00	
1  0.225945	2.294604e+00	1.081307e-01	1.046775e+00	2.174478e+00	6.623588e-01	1.072443e+00	
1  0.333713	2.326428e+00	1.077801e-01	1.057150e+00	2.125338e+00	6.670779e-01	1.086076e+00	
1  0.353517	2.154222e+00	1.059611e-01	1.051623e+00	2.146284e+00	6.524186e-01	1.082309e+00	
2  0.428565	2.163606e+00	1.058459e-01	1.054336e+00	2.127119e+00	6.552652e-01	1.087254e+00	
1  0.416768	2.163606e+00	1.058459e-01	1.054336e+00	2.127119e+00	6.552652e-01	1.087504e+00	
1  0.238774	2.240915e+00	1.087868e-01	1.042893e+00	2.130660e+00	6.662510e-01	1.073442e+00	
1  0.193676	2.332207e+00	1.106538e-01	1.037584e+00	2.135047e+00	6.738929e-01	1.067531e+00	
1  0.152931	2.408804e+00	1.150956e-01	1.020113e+00	2.090003e+00	6.887147e-01	1.055426e+00	
1  0.11667	2.251550e+00	1.133857e-01	1.016594e+00	2.116849e+00	6.800511e-01	1.048515e+00	
1  0.124563	2.091046e+00	1.123425e-01	1.012269e+00	2.101471e+00	6.756842e-01	1.046019e+00	
1  0.145191	2.091046e+00	1.123425e-01	1.012269e+00	2.101471e+00	6.756842e-01	1.045220e+00	
1  0.15344	2.250964e+00	1.127557e-01	1.024843e+00	2.102752e+00	6.796560e-01	1.053400e+00	
1  0.103003	2.337199e+00	1.146263e-01	1.017641e+00	2.141914e+00	6.822052e-01	1.040302e+00	
1  0.0837853	2.340670e+00	1.166748e-01	1.010369e+00	2.110506e+00	6.927962e-01	1.032749e+00	
1  0.101871	2.329767e+00	1.164874e-01	1.007864e+00	2.156860e+00	6.930325e-01	1.022001e+00	
1  0.0615623	2.402034e+00	1.195942e-01	1.000095e+00	2.104860e+00	7.055276e-01	1.018637e+00	
1  0.0604056	2.402034e+00	1.195942e-01	1.000095e+00	2.104860e+00	7.055276e-01	1.018868e+00	
1  0.161019	2.469578e+00	1.222497e-01	9.959462e-01	2.044343e+00	7.122671e-01	1.021072e+00	
1  0.409999	2.633158e+00	1.266623e-01	9.793370e-01	2.037348e+00	7.213547e-01	1.010025e+00	
1  0.601287	2.291027e+00	1.232817e-01	9.777085e-01	2.010943e+00	7.031912e-01	1.011857e+00	
2  0.661979	2.288294e+00	1.230116e-01	9.797582e-01	1.999442e+00	7.037403e-01	1.015639e+00	
1  0.601535	2.288294e+00	1.230116e-01	9.797582e-01	1.999442e+00	7.037403e-01	1.016228e+00	
2  1.00797	2.361905e+00	1.254073e-01	9.696060e-01	1.989111e+00	7.093894e-01	1.010434e+00	
