4  1.86559	2.168840e+00	1.098660e-01	9.662676e-01	2.478301e+00	6.610825e-01	9.965498e-01	1.960511e+00	-1.843258e-02	
1  2.36222	2.238361e+00	1.100521e-01	9.669859e-01	2.392339e+00	6.635238e-01	1.020443e+00	2.003681e+00	9.783349e-03	
1  1.68103	2.238361e+00	1.100521e-01	9.669859e-01	2.392339e+00	6.635238e-01	1.018847e+00	2.059363e+00	-1.237020e-01	
3  1.74682	2.238361e+00	1.100521e-01	9.669859e-01	2.392339e+00	6.635238e-01	1.019877e+00	2.129915e+00	-5.616537e-01	
1  1.82071	2.362871e+00	1.135522e-01	9.661977e-01	2.365512e+00	6.838734e-01	1.009899e+00	2.175007e+00	-5.575562e-01	
1  1.71506	2.203269e+00	1.108949e-01	9.655516e-01	2.367718e+00	6.661641e-01	1.016444e+00	2.141876e+00	-5.711856e-01	
2  1.97667	1.999818e+00	1.073359e-01	9.674441e-01	2.339946e+00	6.516170e-01	1.030277e+00	2.128823e+00	-6.114370e-01	
3  1.52277	1.999818e+00	1.073359e-01	9.674441e-01	2.339946e+00	6.516170e-01	1.030243e+00	2.082887e+00	-6.075579e-01	
3  1.20505	2.035582e+00	1.081647e-01	9.672909e-01	2.368769e+00	6.559798e-01	1.020541e+00	2.076627e+00	-6.065182e-01	
2  1.29011	2.369705e+00	1.142327e-01	9.647870e-01	2.407871e+00	6.844045e-01	9.968529e-01	2.115152e+00	-5.611245e-01	
2  0.394849	2.369705e+00	1.142327e-01	9.647870e-01	2.407871e+00	6.844045e-01	9.970576e-01	2.070436e+00	-2.847931e-01	
2  0.363097	2.369705e+00	1.142327e-01	9.647870e-01	2.407871e+00	6.844045e-01	9.974381e-01	2.039518e+00	-2.164698e-01	
8  0.691244	2.256124e+00	1.114231e-01	9.667373e-01	2.423059e+00	6.727302e-01	1.004156e+00	2.013248e+00	-2.362944e-01	
4  2.07774	2.212753e+00	1.110905e-01	9.660645e-01	2.377943e+00	6.695426e-01	1.013502e+00	2.026309e+00	-2.363198e-01	
1  2.13144	2.212753e+00	1.110905e-01	9.660645e-01	2.377943e+00	6.695426e-01	1.012940e+00	2.017826e+00	-5.102929e-01	
2  3.27714	2.212753e+00	1.110905e-01	9.660645e-01	2.377943e+00	6.695426e-01	1.012086e+00	1.974745e+00	-3.823235e-01	
3  2.39858	2.298614e+00	1.127238e-01	9.620658e-01	2.385275e+00	6.680412e-01	1.009586e+00	1.983037e+00	-3.617240e-01	
3  2.29003	2.277802e+00	1.129202e-01	9.625440e-01	2.353845e+00	6.708763e-01	1.012420e+00	1.992720e+00	-3.601287e-01	
1  4.23733	2.277802e+00	1.129202e-01	9.625440e-01	2.353845e+00	6.708763e-01	1.012677e+00	1.914070e+00	-1.691138e-01	
2  3.43925	2.277802e+00	1.129202e-01	9.625440e-01	2.353845e+00	6.708763e-01	1.012611e+00	1.910144e+00	-5.066669e-02	
1  3.49552	2.513091e+00	1.166837e-01	9.621823e-01	2.299177e+00	6.908235e-01	1.017118e+00	1.962111e+00	6.053077e-03	
2  4.52292	2.309506e+00	1.120491e-01	9.655331e-01	2.408452e+00	6.740749e-01	1.007641e+00	1.904001e+00	-7.605152e-02	
4  3.58048	2.205705e+00	1.109198e-01	9.633164e-01	2.344404e+00	6.618617e-01	1.023539e+00	1.910443e+00	-7.289793e-02	
3  3.67871	2.103932e+00	1.086171e-01	9.606918e-01	2.208523e+00	6.423225e-01	1.066117e+00	1.955610e+00	-7.039578e-02	
1  3.25312	2.384334e+00	1.138108e-01	9.586967e-01	2.165921e+00	6.670460e-01	1.062209e+00	2.015721e+00	-1.508398e-02	
1  2.97271	2.247656e+00	1.132469e-01	9.574706e-01	2.190601e+00	6.628599e-01	1.049189e+00	1.998237e+00	-5.857504e-02	
1  3.04964	2.247656e+00	1.132469e-01	9.574706e-01	2.190601e+00	6.628599e-01	1.049069e+00	1.957002e+00	2.297694e-01	
1  3.0074	2.247656e+00	1.132469e-01	9.574706e-01	2.190601e+00	6.628599e-01	1.049777e+00	2.018556e+00	-9.664605e-02	
2  2.37445	2.247656e+00	1.132469e-01	9.574706e-01	2.190601e+00	6.628599e-01	1.049579e+00	2.032719e+00	-1.154131e-01	
1  3.33253	2.099723e+00	1.106276e-01	9.588095e-01	2.215651e+00	6.522785e-01	1.049797e+00	2.009101e+00	-1.587464e-01	
1  1.65499	2.370132e+00	1.161640e-01	9.587426e-01	2.272047e+00	6.842946e-01	1.017703e+00	2.029197e+00	-1.271520e-01	
4  1.6464	2.343002e+00	1.151440e-01	9.615353e-01	2.337006e+00	6.842464e-01	1.005875e+00	1.987244e+00	-1.300621e-01	
1  1.55864	2.343002e+00	1.151440e-01	9.615353e-01	2.337006e+00	6.842464e-01	1.005912e+00	1.933647e+00	2.802924e-01	
11  1.63443	2.487867e+00	1.175269e-01	9.611747e-01	2.301847e+00	6.969940e-01	1.008646e+00	1.970304e+00	3.097582e-01	
2  3.65454	2.683630e+00	1.217868e-01	9.577108e-01	2.256642e+00	7.125285e-01	1.006297e+00	2.016489e+00	3.571110e-01	
2  5.88885	2.683630e+00	1.217868e-01	9.577108e-01	2.256642e+00	7.125285e-01	1.006122e+00	1.978639e+00	3.115911e-01	
2  5.89551	2.683630e+00	1.217868e-01	9.577108e-01	2.256642e+00	7.125285e-01	1.006256e+00	1.930257e+00	7.026927e-01	
5  7.57861	2.635264e+00	1.214611e-01	9.575246e-01	2.214137e+00	7.111201e-01	1.013960e+00	1.945279e+00	6.952652e-01	
5  5.95293	2.635264e+00	1.214611e-01	9.575246e-01	2.214137e+00	7.111201e-01	1.014070e+00	1.979218e+00	6.592557e-01	
7  3.20605	2.555603e+00	1.189654e-01	9.582370e-01	2.167495e+00	6.984152e-01	1.036789e+00	1.987627e+00	6.507660e-01	
6  3.55843	2.692962e+00	1.202438e-01	9.580289e-01	2.296593e+00	7.037248e-01	1.010922e+00	1.952121e+00	6.560765e-01	
4  3.0338	2.752115e+00	1.219422e-01	9.576209e-01	2.323004e+00	7.133488e-01	9.971150e-01	1.957119e+00	6.520229e-01	
1  3.28728	2.732784e+00	1.213297e-01	9.564989e-01	2.268690e+00	7.075183e-01	1.013783e+00	1.982770e+00	6.501783e-01	
1  1.8869	2.732784e+00	1.213297e-01	9.564989e-01	2.268690e+00	7.075183e-01	1.013574e+00	2.072622e+00	3.792172e-02	
5  3.51697	2.732784e+00	1.213297e-01	9.564989e-01	2.268690e+00	7.075183e-01	1.012449e+00	2.138800e+00	-2.742118e-01	
1  4.70835	2.929829e+00	1.239542e-01	9.561485e-01	2.319485e+00	7.222935e-01	9.990926e-01	2.160819e+00	-2.696395e-01	
3  3.55639	2.881281e+00	1.232591e-01	9.562537e-01	2.286327e+00	7.179844e-01	1.007381e+00	2.159118e+00	-2.603962e-01	
1  5.98209	2.881281e+00	1.232591e-01	9.562537e-01	2.286327e+00	7.179844e-01	1.006896e+00	2.197893e+00	-4.699248e-01	
