1  0.0404254	2.242434e+00	1.119297e-01	9.659737e-01	2.419341e+00	6.732427e-01	1.000130e+00	
1  0.679926	2.231846e+00	1.117626e-01	9.661194e-01	2.424747e+00	6.727868e-01	9.993166e-01	
1  0.949504	2.239761e+00	1.119500e-01	9.658587e-01	2.423235e+00	6.733392e-01	9.991454e-01	
1  0.38059	2.245272e+00	1.120776e-01	9.656286e-01	2.420425e+00	6.735483e-01	9.994113e-01	
1  0.387855	2.253903e+00	1.122264e-01	9.656041e-01	2.418869e+00	6.742441e-01	9.993841e-01	
1  0.447097	2.253903e+00	1.122264e-01	9.656041e-01	2.418869e+00	6.742441e-01	9.994097e-01	
1  0.578963	2.262560e+00	1.123241e-01	9.655695e-01	2.419660e+00	6.745877e-01	9.993370e-01	
2  0.0535054	2.242784e+00	1.119462e-01	9.658857e-01	2.420723e+00	6.732638e-01	9.998855e-01	
1  0.259246	2.250559e+00	1.121190e-01	9.657953e-01	2.414671e+00	6.740260e-01	1.000477e+00	
1  0.149294	2.266292e+00	1.123496e-01	9.657021e-01	2.414083e+00	6.749447e-01	1.000356e+00	
1  0.0396973	2.266292e+00	1.123496e-01	9.657021e-01	2.414083e+00	6.749447e-01	1.000467e+00	
1  0.0897168	2.265044e+00	1.123086e-01	9.656727e-01	2.417912e+00	6.744783e-01	1.000010e+00	
1  0.0980149	2.256738e+00	1.121726e-01	9.657617e-01	2.418947e+00	6.739822e-01	1.000011e+00	
2  0.462246	2.246319e+00	1.120074e-01	9.659040e-01	2.421565e+00	6.734745e-01	9.997076e-01	
1  0.284222	2.241415e+00	1.118979e-01	9.659824e-01	2.422529e+00	6.729977e-01	9.998356e-01	
1  0.170588	2.241415e+00	1.118979e-01	9.659824e-01	2.422529e+00	6.729977e-01	9.997703e-01	
3  0.985114	2.239633e+00	1.119134e-01	9.659584e-01	2.424018e+00	6.731228e-01	9.992584e-01	
1  1.83787	2.235522e+00	1.118601e-01	9.661150e-01	2.424735e+00	6.732787e-01	9.990147e-01	
1  3.88326	2.241296e+00	1.119447e-01	9.660772e-01	2.427323e+00	6.736167e-01	9.984686e-01	
2  4.03699	2.241296e+00	1.119447e-01	9.660772e-01	2.427323e+00	6.736167e-01	9.984893e-01	
1  3.68055	2.245316e+00	1.119869e-01	9.659943e-01	2.427787e+00	6.735649e-01	9.985254e-01	
1  0.500462	2.236394e+00	1.117815e-01	9.661135e-01	2.425186e+00	6.726348e-01	9.996024e-01	
1  0.513059	2.236188e+00	1.117913e-01	9.661417e-01	2.424792e+00	6.727040e-01	9.995672e-01	
1  0.384996	2.244134e+00	1.119627e-01	9.658909e-01	2.416980e+00	6.731052e-01	1.000643e+00	
1  0.20198	2.244134e+00	1.119627e-01	9.658909e-01	2.416980e+00	6.731052e-01	1.000741e+00	
2  0.0177273	2.253438e+00	1.122044e-01	9.657534e-01	2.414140e+00	6.742585e-01	1.000427e+00	
2  1.13489	2.268212e+00	1.124595e-01	9.656269e-01	2.407023e+00	6.752967e-01	1.001250e+00	
1  1.24187	2.269623e+00	1.124893e-01	9.655145e-01	2.406954e+00	6.752439e-01	1.001267e+00	
1  1.31564	2.269623e+00	1.124893e-01	9.655145e-01	2.406954e+00	6.752439e-01	1.001249e+00	
