17  4.36576	1.332733e-01	8.810084e-01	1.042507e+00	1.523632e+00	6.445179e-02	
2  4.3638	1.332733e-01	8.810084e-01	1.134056e+00	1.384092e+00	-1.689928e-01	
11  5.71295	1.332733e-01	8.810084e-01	1.427079e+00	1.149602e+00	-5.434661e-01	
1  3.42171	1.155320e-01	8.206968e-01	1.411872e+00	1.504084e+00	-6.178734e-01	
1  2.83822	1.134030e-01	8.198146e-01	1.411190e+00	1.544209e+00	-6.279691e-01	
5  2.3218	1.134030e-01	8.198146e-01	1.600832e+00	1.349385e+00	-5.164267e-01	
17  3.11594	1.134030e-01	8.198146e-01	1.741267e+00	1.240140e+00	-7.927917e-01	
39  2.85842	1.134030e-01	8.198146e-01	1.704507e+00	1.268799e+00	-7.430506e-01	
5  2.49947	1.134030e-01	8.198146e-01	1.687893e+00	1.283386e+00	-5.139630e-01	
3  1.85901	1.134030e-01	8.198146e-01	1.639244e+00	1.275754e+00	-5.234383e-01	
5  3.03706	1.115793e-01	8.449121e-01	1.643309e+00	1.300296e+00	-5.368297e-01	
2  2.25521	1.111854e-01	8.224653e-01	1.639176e+00	1.316189e+00	-5.346084e-01	
18  1.97703	1.111854e-01	8.224653e-01	1.583833e+00	1.399267e+00	-5.063150e-01	
6  1.92494	1.123457e-01	8.379149e-01	1.586896e+00	1.371710e+00	-5.035597e-01	
2  1.79363	1.123457e-01	8.379149e-01	1.632524e+00	1.326880e+00	-3.152067e-01	
7  3.55119	1.123457e-01	8.379149e-01	1.745836e+00	1.272527e+00	-8.453704e-01	
15  5.40205	1.093339e-01	8.802327e-01	1.752705e+00	1.312727e+00	-8.676455e-01	
47  3.81538	1.172964e-01	8.333218e-01	1.746227e+00	1.181751e+00	-8.206760e-01	
37  3.91663	1.172964e-01	8.333218e-01	1.783853e+00	1.162859e+00	-8.031238e-01	
9  4.34266	1.116973e-01	7.996829e-01	1.776428e+00	1.280285e+00	-8.239268e-01	
12  2.58315	1.116973e-01	7.996829e-01	1.770766e+00	1.249191e+00	-4.286485e-01	
9  3.76524	1.155846e-01	7.773430e-01	1.767705e+00	1.185037e+00	-4.058214e-01	
9  4.13129	1.149804e-01	7.706964e-01	1.766361e+00	1.198854e+00	-4.075126e-01	
13  1.94378	1.149804e-01	7.706964e-01	1.884231e+00	1.032417e+00	-3.249296e-01	
1  2.02666	1.149804e-01	7.706964e-01	1.931395e+00	9.646640e-01	1.910231e-01	
15  1.46858	1.149804e-01	7.706964e-01	1.904020e+00	1.071195e+00	-1.892566e-01	
18  1.47185	1.149804e-01	7.706964e-01	1.973750e+00	9.592402e-01	3.987571e-02	
19  0.622911	1.113065e-01	7.560690e-01	1.970216e+00	1.033460e+00	2.485950e-02	
3  1.7088	1.054348e-01	7.412886e-01	1.966115e+00	1.148812e+00	-7.173276e-04	
7  2.2321	1.054348e-01	7.412886e-01	1.920326e+00	1.153046e+00	-3.765543e-02	
14  0.291587	1.102147e-01	6.718202e-01	1.909010e+00	1.090122e+00	-1.879830e-03	
2  0.389772	1.102147e-01	6.718202e-01	1.998070e+00	1.046031e+00	-2.345874e-02	
5  2.10027	1.037679e-01	6.583814e-01	1.994068e+00	1.171621e+00	-5.205239e-02	
22  2.16679	1.157246e-01	5.847461e-01	1.983768e+00	9.761595e-01	1.906374e-02	
5  7.93418	1.157246e-01	5.847461e-01	1.960409e+00	8.954404e-01	-8.283813e-02	
16  3.10673	1.157246e-01	5.847461e-01	1.888718e+00	1.053869e+00	-3.772541e-01	
2  2.64572	1.157246e-01	5.847461e-01	1.944785e+00	9.951699e-01	-4.646986e-01	
18  1.54383	1.111952e-01	6.369325e-01	1.953055e+00	1.059979e+00	-4.960957e-01	
9  2.0614	1.111952e-01	6.369325e-01	1.914961e+00	1.114439e+00	-4.174057e-01	
1  1.05753	1.111952e-01	6.369325e-01	1.974179e+00	1.059065e+00	-3.901369e-01	
1  1.95839	1.111952e-01	6.369325e-01	1.973121e+00	1.066553e+00	-5.883357e-01	
5  4.27434	1.100261e-01	5.641516e-01	1.959747e+00	1.116068e+00	-5.806141e-01	
1  4.99489	1.100765e-01	5.499684e-01	1.957209e+00	1.120518e+00	-5.777688e-01	
15  5.6186	1.159520e-01	5.069830e-01	1.950924e+00	1.027052e+00	-5.415742e-01	
4  4.25626	1.051941e-01	5.749856e-01	1.960507e+00	1.202252e+00	-6.058815e-01	
1  4.72758	1.072882e-01	5.628599e-01	1.958841e+00	1.167725e+00	-5.935675e-01	
3  2.91662	1.146132e-01	6.711591e-01	1.980116e+00	9.896649e-01	-5.781486e-01	
19  3.30574	1.146132e-01	6.711591e-01	1.982875e+00	1.012816e+00	-7.365092e-01	
2  3.49529	1.146132e-01	6.711591e-01	1.797207e+00	1.158269e+00	-6.583118e-01	
2  3.62109	1.079842e-01	6.620631e-01	1.793941e+00	1.285613e+00	-6.885801e-01	
13  2.05555	1.079842e-01	6.620631e-01	1.724683e+00	1.299365e+00	-6.439789e-01	
5  2.44368	1.094808e-01	7.254820e-01	1.736455e+00	1.247290e+00	-6.484053e-01	
3  2.94327	1.106408e-01	6.265814e-01	1.718956e+00	1.263205e+00	-6.246694e-01	
13  1.80917	1.106408e-01	6.265814e-01	1.699808e+00	1.234107e+00	-5.458148e-01	
8  2.38011	1.133838e-01	5.954005e-01	1.694876e+00	1.194698e+00	-5.268783e-01	
4  1.50721	1.133838e-01	5.954005e-01	1.821079e+00	1.086062e+00	-3.433730e-01	
5  1.53011	1.133838e-01	5.954005e-01	1.910082e+00	9.839789e-01	4.293173e-02	
2  1.62557	1.133838e-01	5.954005e-01	1.856720e+00	1.028043e+00	-1.294835e-01	
1  1.02326	1.046768e-01	6.018055e-01	1.855731e+00	1.188330e+00	-1.726076e-01	
3  1.28364	1.109642e-01	6.203337e-01	1.860609e+00	1.063785e+00	-1.457159e-01	
9  1.30051	1.109642e-01	6.203337e-01	1.666563e+00	1.259983e+00	-2.461838e-01	
6  0.993378	1.109642e-01	6.203337e-01	1.754801e+00	1.174216e+00	-3.624424e-01	
2  1.44423	1.109642e-01	6.203337e-01	1.747748e+00	1.206611e+00	-3.593667e-01	
2  2.51063	1.101826e-01	5.898369e-01	1.742072e+00	1.232809e+00	-3.575360e-01	
18  1.44002	1.101826e-01	5.898369e-01	1.835380e+00	1.133998e+00	-3.958661e-01	
15  2.2513	1.146690e-01	5.961298e-01	1.837614e+00	1.047763e+00	-3.754065e-01	
7  1.67493	1.125136e-01	6.009359e-01	1.837948e+00	1.086217e+00	-3.866727e-01	
6  0.813605	1.125136e-01	6.009359e-01	1.724740e+00	1.162107e+00	-2.144876e-01	
4  0.539123	1.125136e-01	6.009359e-01	1.614467e+00	1.231472e+00	-8.078167e-02	
4  1.25986	1.125136e-01	6.009359e-01	1.564204e+00	1.266836e+00	-2.861343e-01	
2  0.896356	1.125136e-01	6.009359e-01	1.550380e+00	1.300725e+00	-1.712137e-01	
6  0.480128	1.125136e-01	6.009359e-01	1.381860e+00	1.421700e+00	-5.388703e-02	
13  1.11492	1.117181e-01	5.539536e-01	1.373216e+00	1.454426e+00	-4.909892e-02	
6  1.53844	1.117181e-01	5.539536e-01	1.010044e+00	1.928668e+00	-5.092745e-02	
4  2.27887	1.117181e-01	5.539536e-01	1.170826e+00	1.747196e+00	-4.088949e-02	
1  2.3065	1.117181e-01	5.539536e-01	1.066705e+00	1.802456e+00	-4.274222e-02	
2  4.97686	1.117181e-01	5.539536e-01	1.027782e+00	2.059231e+00	-2.114829e-01	
1  1.65527	1.035085e-01	6.442734e-01	1.042004e+00	2.178323e+00	-2.676077e-01	
2  1.61789	1.035085e-01	6.442734e-01	1.145877e+00	2.056704e+00	-4.228206e-01	
9  1.65595	1.035085e-01	6.442734e-01	1.015373e+00	2.298568e+00	-4.419071e-01	
5  2.09273	1.035085e-01	6.442734e-01	8.737200e-01	2.718160e+00	-5.566943e-01	
1  2.88201	1.035085e-01	6.442734e-01	8.549349e-01	2.811972e+00	-3.123538e-01	
4  2.0822	1.035085e-01	6.442734e-01	8.866728e-01	2.685751e+00	-3.247989e-01	
6  1.67519	1.035085e-01	6.442734e-01	9.530336e-01	2.462212e+00	-1.798462e-01	
24  1.19946	1.035085e-01	6.442734e-01	9.471186e-01	2.405243e+00	3.590257e-04	
2  1.17887	1.035085e-01	6.442734e-01	8.835738e-01	2.552837e+00	-4.131016e-02	
7  3.01746	1.093890e-01	6.296764e-01	8.823950e-01	2.448488e+00	-1.030065e-02	
10  0.370236	1.093890e-01	6.296764e-01	8.000830e-01	2.570989e+00	-1.177419e-01	
4  0.484999	1.093890e-01	6.296764e-01	9.164637e-01	2.291986e+00	-3.478627e-02	
2  0.885748	1.092536e-01	7.525530e-01	9.385249e-01	2.247808e+00	-5.798505e-02	
1  2.56297	1.092536e-01	7.525530e-01	1.065711e+00	1.916091e+00	2.905720e-02	
2  2.7512	1.092536e-01	7.525530e-01	8.584562e-01	2.385240e+00	-4.201268e-02	
8  0.722165	1.131509e-01	5.968477e-01	8.314171e-01	2.371593e+00	5.333883e-03	
6  0.752634	1.131509e-01	5.968477e-01	7.565316e-01	2.580716e+00	1.421597e-01	
8  1.80559	1.079392e-01	6.706599e-01	7.685224e-01	2.650056e+00	1.035072e-01	
1  0.411029	1.079392e-01	6.706599e-01	9.440348e-01	2.222205e+00	5.255650e-02	
2  0.610846	1.079392e-01	6.706599e-01	9.486551e-01	2.191526e+00	1.464368e-01	
4  0.380697	1.115880e-01	7.069004e-01	9.560686e-01	2.109560e+00	1.573662e-01	
3  3.10132	1.081014e-01	4.649182e-01	9.117005e-01	2.266702e+00	1.849697e-01	
1  3.53651	1.081014e-01	4.649182e-01	1.080661e+00	1.846069e+00	2.086839e-01	
2  3.72885	1.081014e-01	4.649182e-01	8.291814e-01	2.523096e+00	1.936978e-01	
1  0.70224	1.067659e-01	6.642235e-01	8.646901e-01	2.472294e+00	1.506933e-01	
1  0.728329	1.067659e-01	6.642235e-01	8.552602e-01	2.496556e+00	1.611674e-01	
6  1.12202	1.067659e-01	6.642235e-01	1.082376e+00	1.974709e+00	2.468086e-01	
10  0.679871	1.067659e-01	6.642235e-01	1.227380e+00	1.730757e+00	1.119126e-01	
15  0.413373	1.067659e-01	6.642235e-01	1.083473e+00	2.002987e+00	-4.850059e-02	
2  0.641872	1.067659e-01	6.642235e-01	1.117087e+00	1.925551e+00	-1.140321e-01	
2  0.478899	1.156766e-01	7.405681e-01	1.133005e+00	1.730005e+00	-8.511071e-02	
# After 108 accepted steps: update proposal 
17  0.776371	1.156766e-01	7.405681e-01	1.288023e+00	1.541433e+00	-3.007392e-01	
2  1.50003	1.203220e-01	7.786689e-01	1.261141e+00	1.490230e+00	-3.057284e-01	
4  1.77996	1.203220e-01	7.786689e-01	1.330333e+00	1.417258e+00	-4.069784e-01	
1  1.47172	1.179669e-01	7.618731e-01	1.339934e+00	1.454520e+00	-4.049455e-01	
7  2.16228	1.179669e-01	7.618731e-01	1.280016e+00	1.461273e+00	-3.675423e-01	
1  1.20238	1.179669e-01	7.618731e-01	1.318550e+00	1.461977e+00	-3.696869e-01	
2  1.84998	1.185697e-01	7.782653e-01	1.296770e+00	1.506672e+00	-3.725895e-01	
4  1.8451	1.185697e-01	7.782653e-01	1.214068e+00	1.608915e+00	-4.124805e-01	
17  1.84021	1.192026e-01	7.811679e-01	1.214062e+00	1.591678e+00	-4.127095e-01	
6  1.11231	1.192026e-01	7.811679e-01	1.150562e+00	1.649301e+00	-2.326221e-01	
1  1.45293	1.192026e-01	7.811679e-01	1.265857e+00	1.509704e+00	-1.817123e-01	
1  0.772568	1.171842e-01	7.428603e-01	1.312294e+00	1.434400e+00	-1.752593e-01	
13  0.712096	1.184210e-01	7.604276e-01	1.293276e+00	1.454059e+00	-1.780500e-01	
6  0.965064	1.184210e-01	7.604276e-01	1.250602e+00	1.496695e+00	-2.328143e-01	
1  0.885282	1.168626e-01	7.648690e-01	1.232101e+00	1.591107e+00	-2.345334e-01	
1  2.29705	1.179914e-01	7.896244e-01	1.200807e+00	1.648163e+00	-2.387986e-01	
10  1.35688	1.179914e-01	7.896244e-01	1.194019e+00	1.630655e+00	-1.749718e-01	
3  1.00364	1.179914e-01	7.896244e-01	1.266434e+00	1.523852e+00	-2.787703e-01	
1  1.47286	1.184073e-01	7.771072e-01	1.289478e+00	1.447837e+00	-2.760792e-01	
3  0.782847	1.164854e-01	7.720016e-01	1.283571e+00	1.516813e+00	-2.761145e-01	
2  0.629243	1.164854e-01	7.720016e-01	1.215389e+00	1.608274e+00	-1.831040e-01	
7  1.02673	1.185877e-01	7.724974e-01	1.229982e+00	1.510001e+00	-1.820628e-01	
2  1.00915	1.185877e-01	7.724974e-01	1.285785e+00	1.482434e+00	-2.728885e-01	
4  0.618566	1.150833e-01	7.466934e-01	1.301369e+00	1.534239e+00	-2.697036e-01	
1  0.808876	1.150833e-01	7.466934e-01	1.249139e+00	1.602174e+00	-3.512777e-01	
