1  44.2195	9.527525e-03	4.495299e-01	2.220198e+00	-1.255021e-01	
2  42.8578	1.190289e-02	4.903295e-01	2.229467e+00	-1.252926e-01	
1  39.1777	1.190289e-02	4.903295e-01	1.978949e+00	-2.826420e-01	
1  20.0756	3.056053e-02	4.468380e-01	1.914102e+00	-2.681876e-01	
1  5.73329	5.754037e-02	3.224263e-01	1.797061e+00	-2.451206e-01	
1  3.65801	5.754037e-02	3.224263e-01	1.895264e+00	-1.257938e-01	
3  3.10912	5.754037e-02	3.224263e-01	2.058043e+00	-7.254480e-01	
3  2.62352	5.754037e-02	3.224263e-01	2.086499e+00	-5.035691e-01	
3  0.503909	9.108567e-02	5.362503e-01	2.080349e+00	-4.878581e-01	
2  1.57729	7.857762e-02	2.365015e-01	1.999430e+00	-4.859729e-01	
1  2.1268	7.857762e-02	2.365015e-01	1.925431e+00	-5.271657e-01	
3  1.97396	7.857762e-02	2.365015e-01	2.095175e+00	-1.131939e+00	
1  2.22252	7.857762e-02	2.365015e-01	2.082449e+00	-1.277149e+00	
2  2.01785	7.857762e-02	2.365015e-01	2.121367e+00	-1.224980e+00	
2  1.74378	9.227847e-02	3.341069e-01	2.122741e+00	-1.218925e+00	
1  3.04372	9.227847e-02	3.341069e-01	2.318058e+00	-1.497611e+00	
3  2.60639	1.214828e-01	5.974313e-01	2.341889e+00	-1.486649e+00	
2  1.73094	1.214828e-01	5.974313e-01	2.261156e+00	-1.372083e+00	
1  1.42164	8.865117e-02	5.462368e-01	2.326961e+00	-1.393023e+00	
1  4.10472	8.865117e-02	5.462368e-01	2.411498e+00	-5.842000e-01	
1  3.62529	8.865117e-02	5.462368e-01	2.418652e+00	-7.576369e-01	
3  4.07897	8.115410e-02	4.184308e-01	2.389764e+00	-7.583321e-01	
3  3.5909	8.115410e-02	4.184308e-01	2.460146e+00	-1.466152e+00	
1  1.46836	8.115410e-02	4.184308e-01	2.258194e+00	-8.823496e-01	
1  1.66783	8.115410e-02	4.184308e-01	2.031601e+00	-9.185010e-01	
2  1.82683	9.937669e-02	3.948272e-01	1.975403e+00	-9.050478e-01	
6  1.91357	9.937669e-02	3.948272e-01	2.205868e+00	-1.569786e+00	
2  2.06963	8.640628e-02	6.316785e-01	2.329092e+00	-1.587107e+00	
1  2.1716	8.640628e-02	6.316785e-01	2.389050e+00	-1.722422e+00	
1  1.76951	8.640628e-02	6.316785e-01	2.271555e+00	-1.237100e+00	
2  1.08826	9.693277e-02	6.630623e-01	2.256118e+00	-1.230913e+00	
1  1.29749	9.693277e-02	6.630623e-01	2.190952e+00	-1.204637e+00	
1  1.17014	9.693277e-02	6.630623e-01	2.265153e+00	-1.316674e+00	
2  0.831914	1.211927e-01	6.942063e-01	2.213999e+00	-1.300965e+00	
4  0.678886	1.211927e-01	6.942063e-01	2.210075e+00	-9.014798e-01	
1  0.754143	1.211927e-01	6.942063e-01	1.980743e+00	-5.212166e-01	
1  0.0754922	1.211927e-01	6.942063e-01	2.008663e+00	-6.222911e-02	
1  1.2341	1.074839e-01	9.004889e-01	2.122242e+00	-7.898482e-02	
3  0.558619	1.350097e-01	6.927596e-01	1.972274e+00	-5.260744e-02	
3  0.139732	1.049619e-01	5.662681e-01	2.002381e+00	-6.896928e-02	
5  0.30302	1.049619e-01	5.662681e-01	2.102379e+00	-3.386149e-01	
1  0.342379	9.584832e-02	5.292853e-01	2.112033e+00	-3.436262e-01	
1  3.44807	1.455866e-01	5.150949e-01	1.977642e+00	-3.086739e-01	
4  4.11127	1.455866e-01	5.150949e-01	2.043203e+00	-4.213239e-01	
1  3.18116	1.455866e-01	5.150949e-01	1.936739e+00	-5.730976e-01	
1  3.79045	1.455866e-01	5.150949e-01	2.063179e+00	-8.750843e-01	
2  2.3357	1.090675e-01	3.775214e-01	2.105881e+00	-8.955388e-01	
2  2.73289	1.090675e-01	3.775214e-01	2.115212e+00	-1.624699e+00	
3  2.06707	7.263927e-02	3.454538e-01	2.197581e+00	-1.648804e+00	
1  2.76632	7.263927e-02	3.454538e-01	1.922115e+00	-6.932352e-01	
2  1.82658	1.210685e-01	6.563235e-01	1.914057e+00	-6.706297e-01	
2  1.77648	1.210685e-01	6.563235e-01	1.977139e+00	-9.874121e-01	
1  2.50466	1.437718e-01	6.762108e-01	1.925766e+00	-9.723858e-01	
1  1.74858	1.358250e-01	8.641334e-01	2.017454e+00	-9.845041e-01	
4  0.58951	1.358250e-01	8.641334e-01	2.054906e+00	-6.268512e-01	
1  1.67311	1.358250e-01	8.641334e-01	2.018156e+00	-9.590160e-01	
1  1.33973	1.358250e-01	8.641334e-01	1.901657e+00	-1.913401e-01	
1  1.65717	1.240299e-01	9.054112e-01	1.947866e+00	-2.009631e-01	
1  1.35383	1.338645e-01	8.755432e-01	1.911058e+00	-1.930996e-01	
2  0.813057	1.338645e-01	8.755432e-01	2.009595e+00	-4.957129e-01	
3  0.917882	1.258189e-01	8.718489e-01	2.029069e+00	-5.011560e-01	
8  0.232021	1.258189e-01	8.718489e-01	2.166377e+00	-5.129632e-01	
1  0.133461	1.258189e-01	8.718489e-01	2.123455e+00	-2.629830e-01	
7  1.02184	1.811106e-01	1.133612e+00	2.079024e+00	-2.338958e-01	
1  1.20872	1.811106e-01	1.133612e+00	1.885594e+00	3.235293e-01	
1  0.517867	1.258347e-01	7.881117e-01	1.898314e+00	2.974001e-01	
1  1.37378	1.368234e-01	6.341568e-01	1.811583e+00	3.104300e-01	
2  1.25338	1.368234e-01	6.341568e-01	2.033783e+00	-5.375247e-01	
1  0.186996	1.203711e-01	7.186057e-01	2.108400e+00	-5.518930e-01	
1  0.504332	1.202045e-01	6.155608e-01	2.069861e+00	-5.483819e-01	
4  0.655028	1.202045e-01	6.155608e-01	1.921147e+00	-1.750126e-01	
3  0.693604	1.202045e-01	6.155608e-01	1.849918e+00	3.347648e-01	
1  0.640627	1.299583e-01	7.086784e-01	1.859833e+00	3.382440e-01	
1  0.374307	1.299583e-01	7.086784e-01	1.978090e+00	-2.189264e-01	
1  0.824401	1.299583e-01	7.086784e-01	1.847252e+00	6.348030e-01	
2  1.76765	1.557509e-01	7.617075e-01	1.800400e+00	6.508028e-01	
1  1.78447	1.557509e-01	7.617075e-01	1.772606e+00	5.215259e-01	
1  1.43925	1.557509e-01	7.617075e-01	1.847692e+00	1.331307e-01	
1  1.40204	1.465433e-01	6.891553e-01	1.844138e+00	1.293061e-01	
2  1.65944	1.740483e-01	8.964411e-01	1.851184e+00	1.410632e-01	
1  2.53596	1.740483e-01	8.964411e-01	1.845485e+00	-4.064607e-01	
4  2.1785	1.827264e-01	1.067026e+00	1.887489e+00	-4.064530e-01	
1  1.60672	1.526285e-01	1.070432e+00	1.966853e+00	-4.274211e-01	
1  1.73457	1.474515e-01	8.210730e-01	1.885975e+00	-4.222313e-01	
2  1.20132	1.474515e-01	8.210730e-01	1.812901e+00	3.872436e-01	
1  1.12297	1.601911e-01	1.059369e+00	1.869977e+00	3.876816e-01	
1  1.18373	1.661298e-01	1.189186e+00	1.903669e+00	3.872265e-01	
3  0.540025	1.661298e-01	1.189186e+00	2.038248e+00	-7.775997e-02	
2  0.785611	1.431924e-01	1.173806e+00	2.091932e+00	-9.310703e-02	
1  1.19103	1.431924e-01	1.173806e+00	2.056139e+00	-1.748386e-01	
1  0.988124	1.664877e-01	1.032053e+00	1.942099e+00	-1.537136e-01	
2  0.765577	1.546886e-01	1.055647e+00	1.981629e+00	-1.627169e-01	
2  0.387909	1.546886e-01	1.055647e+00	2.017619e+00	-1.866188e-02	
4  0.546454	1.257196e-01	9.541739e-01	2.054389e+00	-3.515707e-02	
1  0.494155	1.290868e-01	9.726366e-01	2.052637e+00	-3.347442e-02	
1  0.372049	1.290868e-01	9.726366e-01	2.172750e+00	-4.310505e-01	
3  0.745589	1.290868e-01	9.726366e-01	2.230728e+00	-1.359044e-01	
4  0.753866	1.290868e-01	9.726366e-01	2.288253e+00	-1.039625e+00	
2  0.736891	1.290868e-01	9.726366e-01	2.300769e+00	-9.808583e-01	
2  1.01924	1.409174e-01	1.198433e+00	2.355477e+00	-9.806100e-01	
1  1.38562	1.409174e-01	1.198433e+00	2.443420e+00	-1.000870e+00	
1  1.4216	1.409174e-01	1.198433e+00	2.426753e+00	-7.787635e-01	
# After 102 accepted steps: update proposal with max(R-1) = 1.175168 and jumping factor = 0.800000 
3  1.49232	1.557739e-01	1.200500e+00	2.388995e+00	-7.685454e-01	
3  2.10502	1.557739e-01	1.200500e+00	2.459829e+00	-9.926954e-01	
2  2.70019	1.557739e-01	1.200500e+00	2.551527e+00	-1.448010e+00	
1  3.36197	1.779465e-01	1.195067e+00	2.450338e+00	-1.321900e+00	
1  2.31262	1.422693e-01	9.283398e-01	2.431666e+00	-1.376328e+00	
1  1.96907	1.422693e-01	9.283398e-01	2.441931e+00	-1.782587e+00	
1  2.15167	1.422693e-01	9.283398e-01	2.373013e+00	-9.400142e-01	
1  1.89924	1.266159e-01	8.864156e-01	2.414301e+00	-1.004378e+00	
1  1.63655	1.141768e-01	7.071944e-01	2.350982e+00	-9.768755e-01	
2  1.59119	1.141768e-01	7.071944e-01	2.333741e+00	-8.482827e-01	
1  1.62395	1.058263e-01	6.931987e-01	2.361281e+00	-8.871304e-01	
2  2.05359	1.383473e-01	9.470488e-01	2.385364e+00	-8.432953e-01	
1  1.98018	1.383473e-01	9.470488e-01	2.280279e+00	-1.683126e-01	
1  1.42252	1.140173e-01	7.333834e-01	2.246613e+00	-1.883036e-01	
2  1.75525	1.023364e-01	7.506375e-01	2.309403e+00	-2.624980e-01	
1  2.46502	1.023364e-01	7.506375e-01	2.397173e+00	-5.622834e-01	
1  2.43146	9.234247e-02	6.412413e-01	2.369093e+00	-5.588358e-01	
3  2.43509	9.685111e-02	6.921540e-01	2.382789e+00	-5.612322e-01	
2  2.15242	8.891350e-02	4.911197e-01	2.285282e+00	-4.969629e-01	
1  1.93493	8.891350e-02	4.911197e-01	2.263392e+00	-4.253320e-01	
1  2.39091	8.891350e-02	4.911197e-01	2.366654e+00	-1.043703e+00	
1  2.3832	1.079410e-01	7.260694e-01	2.437685e+00	-1.064644e+00	
1  2.71488	1.324524e-01	8.124291e-01	2.386677e+00	-9.750207e-01	
